date,seller_id,impressions,clicks,CTR,conversions,CVR,revenue,CPC,spend,ROAS,three_month_ROAS_rolling_average
2023-12,S0064,796074,15074,1.89,605,4.01,45897.94,3.045,145728.73,3.18,3.15
2024-01,S0064,621302,11479,1.85,489,4.26,37431.91,3.261,115675.55,3.09,3.17
2024-02,S0064,476909,8250,1.73,320,3.88,24319.84,2.948,74762.74,3.07,3.18
2024-03,S0064,547901,9509,1.74,377,3.96,28653.96,3.013,89137.02,3.11,3.12
2024-04,S0064,543756,9551,1.76,390,4.08,29416.89,3.08,93307.06,3.17,3.09
2024-05,S0064,434444,7600,1.75,310,4.08,23400.15,3.079,72673.63,3.11,3.12
2024-06,S0064,108220,1607,1.48,60,3.73,4382.77,2.727,13184.99,3.01,3.13
2023-01,S0065,26782,521,1.95,21,4.03,845.5,1.623,2856.65,3.38,NULL
2023-02,S0065,47265,807,1.71,27,3.35,1067.65,1.323,3360.42,3.15,3.38
2023-03,S0065,67408,1255,1.86,40,3.19,1601.54,1.276,4713.63,2.94,3.25
2023-04,S0065,68675,1285,1.87,45,3.50,1792.69,1.395,5727.43,3.19,3.11
2023-05,S0065,81917,1475,1.80,62,4.20,2490.61,1.689,8036.08,3.23,3.09
2023-06,S0065,107237,2022,1.89,77,3.81,3128.57,1.547,9992.67,3.19,3.14
2023-07,S0065,102669,1951,1.90,64,3.28,2539.48,1.302,8255.31,3.25,3.21
2023-08,S0065,109782,2126,1.94,78,3.67,3127.28,1.471,10250.5,3.28,3.22
2023-09,S0065,111595,2168,1.94,82,3.78,3317.13,1.53,10643.12,3.21,3.24
2023-10,S0065,128746,2439,1.89,102,4.18,4052.55,1.662,12565.68,3.1,3.24
2023-11,S0065,146099,3078,2.11,124,4.03,5014.16,1.629,15736.84,3.14,3.19
2023-12,S0065,135641,2526,1.86,118,4.67,4740.1,1.877,14735.36,3.11,3.14
2024-01,S0065,107214,2044,1.91,83,4.06,3375.63,1.651,10523.22,3.12,3.12
2024-02,S0065,50800,990,1.95,37,3.74,1474.25,1.489,4997.71,3.39,3.12
2024-03,S0065,44647,907,2.03,39,4.30,1523.58,1.68,4415.54,2.9,3.15
2024-04,S0065,22127,538,2.43,28,5.20,1109.18,2.062,3408.06,3.07,3.13
2024-05,S0065,19101,458,2.40,25,5.46,1019.1,2.225,3571.33,3.5,3.12
2024-06,S0065,16344,375,2.29,17,4.53,685.3,1.827,2064.96,3.01,3.12
2023-01,S0066,132068,2015,1.53,71,3.52,5961.04,2.958,20702.95,3.47,NULL
2023-02,S0066,104631,1585,1.51,59,3.72,4790.14,3.022,14643.54,3.06,3.47
2023-03,S0066,251793,4743,1.88,177,3.73,14686.37,3.096,47827.05,3.26,3.29
2023-04,S0066,331729,6048,1.82,251,4.15,21355.27,3.531,65837.84,3.08,3.27
2023-05,S0066,398236,7482,1.88,308,4.12,26481.93,3.539,82833.76,3.13,3.14
2023-06,S0066,442651,8211,1.85,399,4.86,33171.13,4.04,107383.71,3.24,3.14
2023-07,S0066,362564,7048,1.94,305,4.33,25986.33,3.687,78119.16,3.01,3.16
2023-08,S0066,344221,6750,1.96,269,3.99,22528.34,3.338,71386.91,3.17,3.13
2023-09,S0066,354059,6871,1.94,278,4.05,22652.02,3.297,71128.48,3.14,3.14
2023-10,S0066,400908,7171,1.79,296,4.13,25030.7,3.491,77079.82,3.08,3.1
2023-11,S0066,526762,8958,1.70,352,3.93,29047.8,3.243,96908.52,3.34,3.13
2023-12,S0066,565761,10040,1.77,403,4.01,33675.85,3.354,104670.8,3.11,3.19
2024-01,S0066,426339,7581,1.78,330,4.35,27188.69,3.586,87993.47,3.24,3.18
2024-02,S0066,196953,3193,1.62,108,3.38,9277.84,2.906,28222.82,3.04,3.22
2024-03,S0066,188327,3039,1.61,105,3.46,8949.96,2.945,28513.51,3.19,3.15
2024-04,S0066,125489,1846,1.47,68,3.68,5832.23,3.159,18087.57,3.1,3.19
2024-05,S0066,133021,1951,1.47,80,4.10,6611.14,3.389,21451.62,3.24,3.11
2024-06,S0066,129141,1991,1.54,73,3.67,6279.05,3.154,18404.58,2.93,3.18
2023-01,S0067,49690,935,1.88,29,3.10,2686.39,2.873,9469.77,3.53,NULL
2023-02,S0067,245063,4477,1.83,182,4.07,17838.76,3.985,54349.69,3.05,3.53
2023-03,S0067,415134,7701,1.86,329,4.27,31713.93,4.118,99297.88,3.13,3.11
2023-04,S0067,419155,8133,1.94,339,4.17,32638.45,4.013,96953.05,2.97,3.12
2023-05,S0067,451047,9378,2.08,384,4.09,36744.48,3.918,123757.74,3.37,3.05
2023-06,S0067,479366,9626,2.01,425,4.42,40486.92,4.206,132070.33,3.26,3.17
2023-07,S0067,393343,6740,1.71,266,3.95,25529.05,3.788,77101.92,3.02,3.21
2023-08,S0067,563645,11118,1.97,464,4.17,44511.11,4.004,145623.17,3.27,3.24
2023-09,S0067,719381,14196,1.97,619,4.36,60436.84,4.257,180668.97,2.99,3.21
2023-10,S0067,820074,17460,2.13,727,4.16,69047.89,3.955,218717.77,3.17,3.09
2023-11,S0067,1035192,20794,2.01,868,4.17,83367.3,4.009,258572.56,3.1,3.13
2023-12,S0067,1140852,22896,2.01,1041,4.55,99526.93,4.347,318105.52,3.2,3.09
2024-01,S0067,871407,17423,2.00,692,3.97,66890.5,3.839,219069.59,3.28,3.16
2024-02,S0067,531659,9871,1.86,419,4.24,40175.59,4.07,131441.44,3.27,3.19
2024-03,S0067,541810,10595,1.96,436,4.12,41667.81,3.933,130407.66,3.13,3.24
2024-04,S0067,458518,8319,1.81,354,4.26,34103.85,4.1,101758.08,2.98,3.23
2024-05,S0067,436081,8567,1.96,368,4.30,34639.67,4.043,110230.22,3.18,3.14
2024-06,S0067,275811,4980,1.81,238,4.78,23161.73,4.651,72782.1,3.14,3.1
2023-07,S0068,9034,215,2.38,12,5.58,477.03,2.219,1481.08,3.1,NULL
2023-08,S0068,35416,851,2.40,45,5.29,1697.56,1.995,5113.94,3.01,3.1
2023-09,S0068,38225,989,2.59,56,5.66,2091.56,2.115,6665.2,3.19,3.03
2023-10,S0068,31106,803,2.58,40,4.98,1452.99,1.809,4742.7,3.26,3.11
2023-11,S0068,29321,673,2.30,33,4.90,1228.13,1.825,3764.4,3.07,3.15
2023-12,S0068,62215,1312,2.11,70,5.34,2592.16,1.976,8525.56,3.29,3.18
2024-01,S0068,61920,1455,2.35,66,4.54,2464.71,1.694,7677.58,3.12,3.23
2024-02,S0068,62909,1269,2.02,52,4.10,1937.86,1.527,6055.54,3.12,3.18
2024-03,S0068,69893,1294,1.85,45,3.48,1628.96,1.259,5527.14,3.39,3.18
2024-04,S0068,61052,1175,1.92,53,4.51,1995.04,1.698,6508.73,3.26,3.19
2024-05,S0068,25593,506,1.98,15,2.96,556.32,1.099,1747.83,3.14,3.25
2023-01,S0069,23185,355,1.53,13,3.66,468.51,1.32,1404.56,3,NULL
2023-02,S0069,22684,329,1.45,11,3.34,404.41,1.229,1299.2,3.21,3
2023-03,S0069,51189,868,1.70,35,4.03,1321.65,1.523,4324.86,3.27,3.1
2023-04,S0069,72132,1341,1.86,52,3.88,1932.74,1.441,5931.05,3.07,3.2
2023-05,S0069,106201,1904,1.79,72,3.78,2630.28,1.381,8086.42,3.07,3.16
2023-06,S0069,146157,2545,1.74,92,3.61,3390.71,1.332,11047.58,3.26,3.12
2023-07,S0069,136849,2439,1.78,94,3.85,3511.4,1.44,11246.45,3.2,3.15
2023-08,S0069,137398,2401,1.75,87,3.62,3200.85,1.333,10504.19,3.28,3.19
2023-09,S0069,169202,2815,1.66,105,3.73,3842.61,1.365,11535.44,3,3.25
2023-10,S0069,192251,3419,1.78,129,3.77,4795.97,1.403,15472.66,3.23,3.15
2023-11,S0069,203308,3631,1.79,142,3.91,5199.61,1.432,15590,3,3.17
2023-12,S0069,151634,2854,1.88,114,3.99,4304.6,1.508,13632.73,3.17,3.08
2024-01,S0069,87694,1389,1.58,50,3.60,1841.59,1.326,6275.24,3.41,3.13
2024-02,S0069,53272,942,1.77,36,3.82,1334.13,1.416,4326.15,3.24,3.13
2024-03,S0069,35962,601,1.67,19,3.16,706.43,1.175,2218.79,3.14,3.24
2024-04,S0069,36538,544,1.49,18,3.31,680.97,1.252,2011.28,2.95,3.3
2024-05,S0069,7400,143,1.93,5,3.50,180.48,1.262,646.68,3.58,3.14
2023-04,S0070,6700,188,2.81,11,5.85,399.04,2.123,1272.5,3.19,NULL
2023-05,S0070,68507,1538,2.25,77,5.01,2606.93,1.695,8313.34,3.19,3.19
2023-06,S0070,98639,1924,1.95,84,4.37,2950.97,1.534,9322.55,3.16,3.19
2023-07,S0070,87379,1605,1.84,75,4.67,2605.06,1.623,8105.19,3.11,3.17
2023-08,S0070,90165,1772,1.97,73,4.12,2562.96,1.446,8320.16,3.25,3.15
2023-09,S0070,92436,1868,2.02,90,4.82,3181.51,1.703,10581.36,3.33,3.17
2023-10,S0070,129240,2851,2.21,141,4.95,4994.6,1.752,15922.93,3.19,3.23
2023-11,S0070,141988,3061,2.16,143,4.67,5007.07,1.636,15031.57,3,3.24
2023-12,S0070,160879,3359,2.09,155,4.61,5470.1,1.628,17347.49,3.17,3.15
2024-01,S0070,143141,3092,2.16,138,4.46,4857.57,1.571,15023.99,3.09,3.12
2024-02,S0070,81494,1615,1.98,70,4.33,2436.1,1.508,7462.14,3.06,3.09
2024-03,S0070,85242,1750,2.05,78,4.46,2727.69,1.559,8125.25,2.98,3.12
2024-04,S0070,88613,1774,2.00,73,4.11,2528.34,1.425,7895.24,3.12,3.05
2024-05,S0070,96080,1923,2.00,89,4.63,3104.91,1.615,9667.84,3.11,3.05
2024-06,S0070,24449,400,1.64,15,3.75,536.33,1.341,1716.74,3.2,3.07
2023-02,S0071,46565,1024,2.20,53,5.18,3995.43,3.902,13185.97,3.3,NULL
2023-03,S0071,193819,3682,1.90,157,4.26,11772.54,3.197,37916.79,3.22,3.3
2023-04,S0071,195265,3649,1.87,152,4.17,11664.5,3.197,38506.05,3.3,3.24
2023-05,S0071,220885,4335,1.96,179,4.13,13577.86,3.132,43311.06,3.19,3.27
2023-06,S0071,214695,3755,1.75,169,4.50,12852.1,3.423,40292.62,3.14,3.23
2023-07,S0071,204982,3791,1.85,171,4.51,13054.03,3.443,39903.66,3.06,3.21
2023-08,S0071,235394,4401,1.87,204,4.64,15564.99,3.537,46711.89,3,3.13
2023-09,S0071,249784,5052,2.02,219,4.33,16540.01,3.274,53911.59,3.26,3.06
2023-10,S0071,248119,5044,2.03,214,4.24,16296.66,3.231,54869.06,3.37,3.11
2023-11,S0071,140330,3478,2.48,174,5.00,13288.67,3.821,40763.38,3.07,3.21
2023-12,S0071,159258,3636,2.28,188,5.17,14217.3,3.91,46567.4,3.28,3.24
2024-01,S0071,123785,2811,2.27,154,5.48,11650.13,4.144,37382.68,3.21,3.25
2024-02,S0071,73502,1561,2.12,80,5.12,6049.26,3.875,17661.92,2.92,3.19
2024-03,S0071,58827,1564,2.66,93,5.95,7043.68,4.504,23273.54,3.3,3.18
2024-04,S0071,61965,1569,2.53,85,5.42,6410.87,4.086,20489.52,3.2,3.17
2024-05,S0071,68050,1694,2.49,84,4.96,6372.61,3.762,20060.15,3.15,3.15
2024-06,S0071,34636,985,2.84,47,4.77,3501.96,3.555,11435.28,3.27,3.22
2023-01,S0072,4858,131,2.70,4,3.05,164.7,1.257,611.49,3.71,NULL
2023-02,S0072,23262,430,1.85,21,4.88,790.09,1.837,2743.99,3.47,3.71
2023-03,S0072,75648,1677,2.22,80,4.77,3073.73,1.833,9261.75,3.01,3.51
2023-04,S0072,82561,1991,2.41,86,4.32,3293.8,1.654,10606.7,3.22,3.13
2023-05,S0072,65645,1457,2.22,76,5.22,2992.97,2.054,9053.22,3.02,3.16
2023-06,S0072,59360,1283,2.16,69,5.38,2602.59,2.029,8646.56,3.32,3.09
2023-07,S0072,52703,1202,2.28,60,4.99,2364.76,1.967,7535.67,3.19,3.18
2023-08,S0072,54170,1291,2.38,71,5.50,2683.73,2.079,8518,3.17,3.17
2023-09,S0072,58334,1349,2.31,71,5.26,2696.29,1.999,8696.01,3.23,3.23
2023-10,S0072,65165,1488,2.28,71,4.77,2753.64,1.851,8525.36,3.1,3.2
2023-11,S0072,83304,1808,2.17,98,5.42,3850.44,2.13,11920.56,3.1,3.16
2023-12,S0072,88812,2231,2.51,106,4.75,4121.74,1.847,13261.14,3.22,3.13
2024-01,S0072,70509,1541,2.19,86,5.58,3298.04,2.14,10741.58,3.26,3.14
2024-02,S0072,47085,1091,2.32,52,4.77,1974.48,1.81,6466.89,3.28,3.19
2024-03,S0072,28637,764,2.67,40,5.24,1579.57,2.068,5036.49,3.19,3.24
2024-04,S0072,19860,432,2.18,27,6.25,1009.49,2.337,3228.84,3.2,3.25
2024-05,S0072,20937,523,2.50,26,4.97,1025.71,1.961,3235.63,3.15,3.23
2024-06,S0072,21645,571,2.64,32,5.60,1239.8,2.171,3810.02,3.07,3.18
2023-03,S0073,36531,672,1.84,19,2.83,649.38,0.966,2273.57,3.5,NULL
2023-04,S0073,42499,853,2.01,31,3.63,1037.47,1.216,3207.22,3.09,3.5
2023-05,S0073,46918,938,2.00,35,3.73,1180.43,1.258,3571.22,3.03,3.25
2023-06,S0073,47580,993,2.09,34,3.42,1144.22,1.152,3808.01,3.33,3.16
2023-07,S0073,41207,760,1.84,24,3.16,815.25,1.073,2609.91,3.2,3.15
2023-08,S0073,44247,803,1.81,26,3.24,846.02,1.054,2686.46,3.18,3.18
2023-09,S0073,43613,834,1.91,31,3.72,1026.83,1.231,3395.64,3.31,3.25
2023-10,S0073,42372,746,1.76,34,4.56,1104.28,1.48,3372.17,3.05,3.23
2023-11,S0073,55889,1055,1.89,41,3.89,1340.28,1.27,4538.95,3.39,3.18
2023-12,S0073,58781,1120,1.91,46,4.11,1537.74,1.373,5286.07,3.44,3.26
2024-01,S0073,44976,881,1.96,33,3.75,1100.76,1.249,3546.07,3.22,3.31
2024-02,S0073,5356,82,1.53,3,3.66,109.7,1.338,328.94,3,3.36
2023-01,S0074,133697,2222,1.66,80,3.60,7593.53,3.417,22705.27,2.99,NULL
2023-02,S0074,370875,6586,1.78,257,3.90,24554.54,3.728,74139.77,3.02,2.99
2023-03,S0074,449680,7422,1.65,277,3.73,26246.24,3.536,83535.27,3.18,3.01
2023-04,S0074,484676,8588,1.77,334,3.89,31807.14,3.704,95164.26,2.99,3.09
2023-05,S0074,473687,8512,1.80,323,3.79,30713.08,3.608,93113.81,3.03,3.06
2023-06,S0074,293084,5152,1.76,185,3.59,17770.06,3.449,54545.52,3.07,3.06
2023-07,S0074,367586,5766,1.57,198,3.43,19326.07,3.352,62562.47,3.24,3.02
2023-08,S0074,484718,7904,1.63,295,3.73,28264.57,3.576,91124.29,3.22,3.1
2023-09,S0074,375788,6473,1.72,244,3.77,23177.76,3.581,71152.97,3.07,3.19
2023-10,S0074,422035,6710,1.59,228,3.40,22682.42,3.38,71902.16,3.17,3.18
2023-11,S0074,548382,9007,1.64,298,3.31,29260.21,3.249,92054.9,3.15,3.16
2023-12,S0074,520449,8779,1.69,330,3.76,31516.89,3.59,95684.52,3.04,3.13
2024-01,S0074,182125,2784,1.53,104,3.74,10086.78,3.623,30332.89,3.01,3.11
2024-02,S0074,118219,1961,1.66,69,3.52,6595.58,3.363,19996.62,3.03,3.08
2024-03,S0074,138189,2429,1.76,85,3.50,8413.97,3.464,24700.89,2.94,3.03
2024-04,S0074,140595,2174,1.55,83,3.82,8042.23,3.699,25023.75,3.11,2.99
2024-05,S0074,155386,2427,1.56,95,3.91,9160.44,3.774,27661.82,3.02,3.02
2024-06,S0074,75051,1248,1.66,40,3.21,3897.05,3.123,10448.68,2.68,3.02
2024-02,S0075,2969,46,1.55,0,0.00,0,0,0,NULL,NULL
2023-04,S0076,1866,60,3.22,3,5.00,110.9,1.848,340.68,3.07,NULL
2023-05,S0076,36324,1001,2.76,47,4.70,1669.06,1.667,5507,3.3,3.07
2023-06,S0076,38622,918,2.38,48,5.23,1696.7,1.848,5446.94,3.21,3.29
2023-07,S0076,34274,789,2.30,36,4.56,1280.51,1.623,3813.01,2.98,3.25
2023-08,S0076,36472,1006,2.76,58,5.77,2078.71,2.066,6851,3.3,3.18
2023-09,S0076,37782,911,2.41,49,5.38,1736.31,1.906,5968.55,3.44,3.19
2023-10,S0076,43273,1135,2.62,61,5.37,2132.16,1.879,6761.4,3.17,3.26
2023-11,S0076,54456,1396,2.56,76,5.44,2668.23,1.911,9105.91,3.41,3.29
2023-12,S0076,61060,1652,2.71,86,5.21,2912.36,1.763,9583.24,3.29,3.34
2024-01,S0076,48252,1220,2.53,69,5.66,2389.28,1.958,7871.25,3.29,3.3
2024-02,S0076,33768,859,2.54,39,4.54,1377.4,1.603,4439.84,3.22,3.33
2024-03,S0076,10572,259,2.45,9,3.47,329.2,1.271,1003.17,3.05,3.28
2024-04,S0076,10727,221,2.06,5,2.26,167.12,0.756,546.05,3.27,3.25
2024-05,S0076,12183,264,2.17,8,3.03,280.57,1.063,868.37,3.1,3.2
2024-06,S0076,4015,104,2.59,5,4.81,174.25,1.675,537.87,3.09,3.11
2023-01,S0077,19551,281,1.44,12,4.27,520.45,1.852,1749.3,3.36,NULL
2023-02,S0077,14766,246,1.67,5,2.03,211.73,0.861,679.18,3.21,3.36
2023-03,S0077,16786,262,1.56,7,2.67,309.14,1.18,931.12,3.01,3.32
2023-04,S0077,40939,745,1.82,24,3.22,993.43,1.333,3195.36,3.22,3.23
2023-05,S0077,68068,1023,1.50,32,3.13,1331.32,1.301,4342.95,3.26,3.17
2023-06,S0077,69965,1109,1.59,36,3.25,1535.66,1.385,4640.77,3.02,3.22
2023-07,S0077,62128,971,1.56,30,3.09,1244.55,1.282,4502.79,3.62,3.15
2023-08,S0077,63988,1000,1.56,37,3.70,1575.54,1.576,5230.65,3.32,3.28
2023-09,S0077,64623,1040,1.61,35,3.37,1472.24,1.416,4588.58,3.12,3.3
2023-10,S0077,55048,973,1.77,38,3.91,1583.71,1.628,5196.78,3.28,3.34
2023-11,S0077,70907,1331,1.88,47,3.53,2019.65,1.517,5961.53,2.95,3.24
2023-12,S0077,77314,1254,1.62,51,4.07,2168.66,1.729,6699.25,3.09,3.1
2024-01,S0077,60104,907,1.51,32,3.53,1366.61,1.507,4465.83,3.27,3.09
2024-02,S0077,38344,615,1.60,23,3.74,978.73,1.591,3276.32,3.35,3.08
2024-03,S0077,44835,712,1.59,23,3.23,975.21,1.37,2959.74,3.03,3.2
2024-04,S0077,31067,529,1.70,20,3.78,835.13,1.579,2718.54,3.26,3.22
2023-01,S0078,41503,679,1.64,24,3.53,972.34,1.432,3290.38,3.38,NULL
2023-02,S0078,50623,778,1.54,25,3.21,1028.5,1.322,3079.71,2.99,3.38
2023-03,S0078,88645,1517,1.71,53,3.49,2061.91,1.359,6444.26,3.13,3.18
2023-04,S0078,87989,1407,1.60,49,3.48,2001.8,1.423,6150.74,3.07,3.15
2023-05,S0078,97451,1469,1.51,52,3.54,2044.29,1.392,5823.58,2.85,3.08
2023-06,S0078,99830,1593,1.60,50,3.14,2008.06,1.261,5881.92,2.93,3.02
2023-07,S0078,46198,798,1.73,29,3.63,1166.3,1.462,3656.5,3.14,2.95
2023-08,S0078,63911,1024,1.60,34,3.32,1354.77,1.323,3986.05,2.94,2.94
2023-09,S0078,72833,1249,1.71,41,3.28,1647.08,1.319,4933.23,3,2.99
2023-10,S0078,83403,1410,1.69,54,3.83,2159.46,1.532,6782.82,3.14,3.02
2023-11,S0078,104891,1760,1.68,58,3.30,2294.36,1.304,6910.77,3.01,3.04
2023-12,S0078,90141,1422,1.58,58,4.08,2346.5,1.65,7156.12,3.05,3.05
2024-01,S0078,102421,1716,1.68,66,3.85,2693.05,1.569,8964.09,3.33,3.07
2024-02,S0078,65832,1189,1.81,48,4.04,1981.3,1.666,6392.89,3.23,3.14
2024-03,S0078,65901,1019,1.55,33,3.24,1323.12,1.298,4186.51,3.16,3.21
2024-04,S0078,43787,675,1.54,23,3.41,910.35,1.349,2787.58,3.06,3.26
2024-05,S0078,49742,769,1.55,30,3.90,1256.86,1.634,3903.79,3.11,3.17
2024-06,S0078,8176,122,1.49,5,4.10,205.81,1.687,517.47,2.51,3.12
2023-01,S0079,605917,11689,1.93,446,3.82,73660.31,6.302,222757.81,3.02,NULL
2023-02,S0079,1041871,20807,2.00,787,3.78,133237.31,6.403,475915.08,3.57,3.02
2023-03,S0079,1248080,22828,1.83,882,3.86,149622.86,6.554,464448.88,3.1,3.38
2023-04,S0079,1277868,23291,1.82,1026,4.41,171643.63,7.37,574071.03,3.34,3.26
2023-05,S0079,1561296,29544,1.89,1077,3.65,177862.34,6.02,557225.59,3.13,3.33
2023-06,S0079,1710766,28378,1.66,1097,3.87,177687.31,6.261,556135.14,3.13,3.2
2023-07,S0079,1446807,24322,1.68,920,3.78,152673.31,6.277,439180.37,2.88,3.2
2023-08,S0079,1453419,25956,1.79,1024,3.95,169544.74,6.532,505324.94,2.98,3.05
2023-09,S0079,1556425,27871,1.79,1179,4.23,201416.96,7.227,617628.63,3.07,3
2023-10,S0079,948552,17790,1.88,759,4.27,125350.88,7.046,380752.29,3.04,2.98
2023-11,S0079,308911,5828,1.89,235,4.03,38029.04,6.525,123231.48,3.24,3.03
2023-12,S0079,324481,5848,1.80,206,3.52,33640.62,5.752,111170.06,3.3,3.07
2024-01,S0079,256318,4714,1.84,183,3.88,29088.49,6.171,88555.47,3.04,3.12
2024-02,S0079,164243,3172,1.93,139,4.38,22625.74,7.133,75878.02,3.35,3.21
2024-03,S0079,5318,40,0.75,2,5.00,355.94,8.898,1157.13,3.25,3.23
2023-07,S0081,15474,334,2.16,13,3.89,939.16,2.812,2643.94,2.82,NULL
2023-08,S0081,51099,944,1.85,44,4.66,3163.32,3.351,9595.81,3.03,2.82
2023-09,S0081,56427,1025,1.82,44,4.29,3158.39,3.081,9791.2,3.1,2.98
2023-10,S0081,64889,1248,1.92,60,4.81,4197.16,3.363,12879.05,3.07,3.03
2023-11,S0081,89081,1736,1.95,66,3.80,4781.94,2.755,15022.38,3.14,3.07
2023-12,S0081,366683,6992,1.91,311,4.45,22862.97,3.27,72467.56,3.17,3.11
2024-01,S0081,290308,5042,1.74,187,3.71,13439.9,2.666,44107.64,3.28,3.15
2024-02,S0081,46750,864,1.85,31,3.59,2165.81,2.507,7386.7,3.41,3.2
2023-02,S0082,11637,163,1.40,5,3.07,179.97,1.104,638.53,3.55,NULL
2023-03,S0082,80413,1574,1.96,65,4.13,2326.62,1.478,7295.4,3.14,3.55
2023-04,S0082,137673,2521,1.83,101,4.01,3484.7,1.382,11101.08,3.19,3.17
2023-05,S0082,157908,3007,1.90,136,4.52,4821.3,1.603,16336.09,3.39,3.18
2023-06,S0082,160857,2990,1.86,132,4.41,4601.32,1.539,14991.34,3.26,3.27
2023-07,S0082,160923,3233,2.01,137,4.24,4751.62,1.47,15141.65,3.19,3.29
2023-08,S0082,170325,3295,1.93,146,4.43,5191.41,1.576,16450.68,3.17,3.28
2023-09,S0082,198354,3645,1.84,151,4.14,5242.39,1.438,16214.68,3.09,3.2
2023-10,S0082,223835,4179,1.87,191,4.57,6629.22,1.586,20729.12,3.13,3.15
2023-11,S0082,293829,5893,2.01,253,4.29,8856.75,1.503,27527.99,3.11,3.13
2023-12,S0082,317362,6083,1.92,277,4.55,9636.9,1.584,30529.93,3.17,3.11
2024-01,S0082,247559,4499,1.82,194,4.31,6765.53,1.504,21804.14,3.22,3.14
2024-02,S0082,155449,2914,1.87,108,3.71,3801.06,1.304,12565.86,3.31,3.16
2024-03,S0082,159999,2968,1.86,109,3.67,3812.1,1.284,11903.54,3.12,3.21
2024-04,S0082,113359,2174,1.92,95,4.37,3311.08,1.523,10325.16,3.12,3.22
2024-05,S0082,124143,2494,2.01,109,4.37,3773.76,1.513,11858.23,3.14,3.19
2024-06,S0082,55230,1092,1.98,39,3.57,1357.96,1.244,4267,3.14,3.13
2023-10,S0083,67725,1050,1.55,33,3.14,2648.98,2.523,8712.96,3.29,NULL
2023-11,S0083,295428,4911,1.66,147,2.99,12601.35,2.566,39262.81,3.12,3.29
2023-12,S0083,327422,5548,1.69,230,4.15,19396.19,3.496,61459.05,3.17,3.15
2024-01,S0083,168335,2809,1.67,109,3.88,8880.83,3.162,29781.1,3.35,3.16
2024-04,S0083,16526,352,2.13,15,4.26,1280.21,3.637,4028.56,3.15,3.19
2024-05,S0083,7783,161,2.07,7,4.35,611.57,3.799,2043.89,3.34,3.22
2023-01,S0084,60181,1481,2.46,72,4.86,3393.1,2.291,10535.02,3.1,NULL
2023-02,S0084,102924,2449,2.38,135,5.51,6689.23,2.731,20997.08,3.14,3.1
2023-03,S0084,151777,3438,2.27,167,4.86,8299.51,2.414,27211.55,3.28,3.13
2023-04,S0084,204811,4328,2.11,206,4.76,10019.19,2.315,31789.56,3.17,3.2
2023-05,S0084,245651,4924,2.00,221,4.49,10627.05,2.158,33175.55,3.12,3.2
2023-06,S0084,255615,5435,2.13,230,4.23,11099.5,2.042,33733.73,3.04,3.18
2023-07,S0084,224785,4675,2.08,212,4.53,10381.18,2.221,32050.54,3.09,3.11
2023-08,S0084,301392,5736,1.90,256,4.46,12456.2,2.172,38995.53,3.13,3.08
2023-09,S0084,312714,6147,1.97,248,4.03,11917.27,1.939,36012.43,3.02,3.09
2023-10,S0084,309421,5901,1.91,246,4.17,12070.4,2.045,38311.97,3.17,3.08
2023-11,S0084,390152,7143,1.83,270,3.78,13231.49,1.852,40381.81,3.05,3.11
2023-12,S0084,413685,7832,1.89,320,4.09,15631.34,1.996,49258.37,3.15,3.08
2024-01,S0084,331089,5977,1.81,248,4.15,12061.7,2.018,37913.27,3.14,3.13
2024-02,S0084,221941,4262,1.92,182,4.27,8899.07,2.088,28935.05,3.25,3.12
2024-03,S0084,235208,4268,1.81,182,4.26,8945.61,2.096,28668.84,3.2,3.17
2024-04,S0084,145808,2690,1.84,112,4.16,5255.48,1.954,15957.61,3.04,3.19
2024-05,S0084,96837,1973,2.04,80,4.05,3864.91,1.959,11820.71,3.06,3.18
2024-06,S0084,42288,888,2.10,38,4.28,1828.54,2.059,5708.49,3.12,3.12
2023-01,S0085,15879,204,1.28,6,2.94,211.22,1.035,639.24,3.03,NULL
2023-02,S0085,46369,850,1.83,31,3.65,1093.86,1.287,3630,3.32,3.03
2023-03,S0085,60524,1061,1.75,31,2.92,1117.3,1.053,3535.01,3.16,3.27
2023-04,S0085,68628,1271,1.85,52,4.09,1852.12,1.457,6056.39,3.27,3.22
2023-05,S0085,83915,1470,1.75,55,3.74,1896.97,1.29,6192.46,3.26,3.25
2023-06,S0085,116016,1965,1.69,71,3.61,2433.35,1.238,7902.11,3.25,3.24
2023-07,S0085,121971,2175,1.78,73,3.36,2574.8,1.184,8350.13,3.24,3.26
2023-08,S0085,127566,2192,1.72,76,3.47,2680.24,1.223,8624.49,3.22,3.25
2023-09,S0085,133185,2328,1.75,84,3.61,2944.45,1.265,9025.05,3.07,3.24
2023-10,S0085,152437,2697,1.77,91,3.37,3135.65,1.163,9769.05,3.12,3.17
2023-11,S0085,194308,3363,1.73,118,3.51,4137.21,1.23,12679.8,3.06,3.13
2023-12,S0085,211277,3638,1.72,136,3.74,4715.16,1.296,15324.93,3.25,3.08
2024-01,S0085,162421,2803,1.73,98,3.50,3362.23,1.2,10141.38,3.02,3.15
2024-02,S0085,91671,1578,1.72,50,3.17,1762.33,1.117,5528.24,3.14,3.12
2024-03,S0085,83461,1429,1.71,51,3.57,1781.17,1.246,5529.41,3.1,3.15
2024-04,S0085,82189,1322,1.61,49,3.71,1732.56,1.311,5640.58,3.26,3.07
